,model_name,units,batch_size,dense_units,dropout_rate,best_val_loss,epochs
396,baseline_lstm,32,4,128,0.3,0.2314247339963913,27
72,baseline_lstm,32,4,16,0.3,0.2314247339963913,27
216,baseline_lstm,32,4,64,0.1,0.2314247339963913,27
180,baseline_lstm,32,4,32,0.3,0.2314247339963913,27
108,baseline_lstm,32,4,32,0.1,0.2314247339963913,27
0,baseline_lstm,32,4,16,0.1,0.2314247339963913,27
129,lstm_dropout,32,4,32,0.1,0.2422911375761032,25
21,lstm_dropout,32,4,16,0.1,0.2422911375761032,25
237,lstm_dropout,32,4,64,0.1,0.2422911375761032,25
345,lstm_dropout,32,4,128,0.1,0.2422911375761032,25
520,stacked_lstm,64,8,16,0.3,0.2423427551984787,22
448,stacked_lstm,64,8,16,0.1,0.2423427551984787,22
808,stacked_lstm,64,8,128,0.2,0.2423427551984787,22
772,stacked_lstm,64,8,128,0.1,0.2423427551984787,22
556,stacked_lstm,64,8,32,0.1,0.2423427551984787,22
592,stacked_lstm,64,8,32,0.2,0.2423427551984787,22
664,stacked_lstm,64,8,64,0.1,0.2423427551984787,22
628,stacked_lstm,64,8,32,0.3,0.2423427551984787,22
484,stacked_lstm,64,8,16,0.2,0.2423427551984787,22
736,stacked_lstm,64,8,64,0.3,0.2423427551984787,22
700,stacked_lstm,64,8,64,0.2,0.2423427551984787,22
844,stacked_lstm,64,8,128,0.3,0.2423427551984787,22
336,baseline_lstm,32,4,128,0.1,0.24238820374011993,15
372,baseline_lstm,32,4,128,0.2,0.24238820374011993,15
156,baseline_lstm,32,4,32,0.2,0.24238820374011993,15
264,baseline_lstm,32,4,64,0.2,0.24238820374011993,15
408,baseline_lstm,32,4,128,0.3,0.24238820374011993,15
300,baseline_lstm,32,4,64,0.3,0.24238820374011993,15
84,baseline_lstm,32,4,16,0.3,0.24238820374011993,15
12,baseline_lstm,32,4,16,0.1,0.24238820374011993,15
192,baseline_lstm,32,4,32,0.3,0.24238820374011993,15
120,baseline_lstm,32,4,32,0.1,0.24238820374011993,15
48,baseline_lstm,32,4,16,0.2,0.24238820374011993,15
228,baseline_lstm,32,4,64,0.1,0.24238820374011993,15
165,lstm_dropout,32,4,32,0.2,0.24268989264965057,25
57,lstm_dropout,32,4,16,0.2,0.24268989264965057,25
273,lstm_dropout,32,4,64,0.2,0.24268989264965057,25
381,lstm_dropout,32,4,128,0.2,0.24268989264965057,25
225,lstm_dropout,32,4,64,0.1,0.2500626742839813,43
117,lstm_dropout,32,4,32,0.1,0.2500626742839813,43
333,lstm_dropout,32,4,128,0.1,0.2500626742839813,43
9,lstm_dropout,32,4,16,0.1,0.2500626742839813,43
801,lstm_dropout,32,8,128,0.2,0.2518213987350464,81
477,lstm_dropout,32,8,16,0.2,0.2518213987350464,81
585,lstm_dropout,32,8,32,0.2,0.2518213987350464,81
693,lstm_dropout,32,8,64,0.2,0.2518213987350464,81
597,lstm_dropout,32,8,32,0.2,0.25658583641052246,47
813,lstm_dropout,32,8,128,0.2,0.25658583641052246,47
705,lstm_dropout,32,8,64,0.2,0.25658583641052246,47
489,lstm_dropout,32,8,16,0.2,0.25658583641052246,47
921,lstm_dropout,32,16,16,0.2,0.2626720368862152,58
1137,lstm_dropout,32,16,64,0.2,0.2626720368862152,58
1245,lstm_dropout,32,16,128,0.2,0.2626720368862152,58
1029,lstm_dropout,32,16,32,0.2,0.2626720368862152,58
1197,lstm_dropout,32,16,128,0.1,0.2653248608112335,117
873,lstm_dropout,32,16,16,0.1,0.2653248608112335,117
1089,lstm_dropout,32,16,64,0.1,0.2653248608112335,117
981,lstm_dropout,32,16,32,0.1,0.2653248608112335,117
417,lstm_dropout,32,4,128,0.3,0.2664303481578827,35
93,lstm_dropout,32,4,16,0.3,0.2664303481578827,35
309,lstm_dropout,32,4,64,0.3,0.2664303481578827,35
201,lstm_dropout,32,4,32,0.3,0.2664303481578827,35
1206,lstm_dense,32,16,128,0.1,0.2693992853164673,9
1278,lstm_dense,32,16,128,0.3,0.2693992853164673,9
1242,lstm_dense,32,16,128,0.2,0.2693992853164673,9
765,lstm_dropout,32,8,128,0.1,0.2735067307949066,68
549,lstm_dropout,32,8,32,0.1,0.2735067307949066,68
441,lstm_dropout,32,8,16,0.1,0.2735067307949066,68
657,lstm_dropout,32,8,64,0.1,0.2735067307949066,68
261,lstm_dropout,32,4,64,0.2,0.27546530961990356,35
369,lstm_dropout,32,4,128,0.2,0.27546530961990356,35
153,lstm_dropout,32,4,32,0.2,0.27546530961990356,35
45,lstm_dropout,32,4,16,0.2,0.27546530961990356,35
777,lstm_dropout,32,8,128,0.1,0.2801339328289032,39
453,lstm_dropout,32,8,16,0.1,0.2801339328289032,39
669,lstm_dropout,32,8,64,0.1,0.2801339328289032,39
561,lstm_dropout,32,8,32,0.1,0.2801339328289032,39
1134,lstm_dense,32,16,64,0.2,0.28058791160583496,7
1170,lstm_dense,32,16,64,0.3,0.28058791160583496,7
1098,lstm_dense,32,16,64,0.1,0.28058791160583496,7
1119,stacked_lstm,32,16,64,0.2,0.2845748960971832,55
1047,stacked_lstm,32,16,32,0.3,0.2845748960971832,55
867,stacked_lstm,32,16,16,0.1,0.2845748960971832,55
1263,stacked_lstm,32,16,128,0.3,0.2845748960971832,55
1011,stacked_lstm,32,16,32,0.2,0.2845748960971832,55
1155,stacked_lstm,32,16,64,0.3,0.2845748960971832,55
975,stacked_lstm,32,16,32,0.1,0.2845748960971832,55
939,stacked_lstm,32,16,16,0.3,0.2845748960971832,55
1227,stacked_lstm,32,16,128,0.2,0.2845748960971832,55
1083,stacked_lstm,32,16,64,0.1,0.2845748960971832,55
1191,stacked_lstm,32,16,128,0.1,0.2845748960971832,55
903,stacked_lstm,32,16,16,0.2,0.2845748960971832,55
837,lstm_dropout,32,8,128,0.3,0.2853611409664154,50
513,lstm_dropout,32,8,16,0.3,0.2853611409664154,50
621,lstm_dropout,32,8,32,0.3,0.2853611409664154,50
729,lstm_dropout,32,8,64,0.3,0.2853611409664154,50
471,stacked_lstm,32,8,16,0.2,0.2926281988620758,31
543,stacked_lstm,32,8,32,0.1,0.2926281988620758,31
435,stacked_lstm,32,8,16,0.1,0.2926281988620758,31
687,stacked_lstm,32,8,64,0.2,0.2926281988620758,31
579,stacked_lstm,32,8,32,0.2,0.2926281988620758,31
651,stacked_lstm,32,8,64,0.1,0.2926281988620758,31
795,stacked_lstm,32,8,128,0.2,0.2926281988620758,31
759,stacked_lstm,32,8,128,0.1,0.2926281988620758,31
723,stacked_lstm,32,8,64,0.3,0.2926281988620758,31
615,stacked_lstm,32,8,32,0.3,0.2926281988620758,31
831,stacked_lstm,32,8,128,0.3,0.2926281988620758,31
507,stacked_lstm,32,8,16,0.3,0.2926281988620758,31
81,lstm_dropout,32,4,16,0.3,0.3016757667064667,36
297,lstm_dropout,32,4,64,0.3,0.3016757667064667,36
189,lstm_dropout,32,4,32,0.3,0.3016757667064667,36
405,lstm_dropout,32,4,128,0.3,0.3016757667064667,36
519,stacked_lstm,32,8,16,0.3,0.3060661852359772,23
483,stacked_lstm,32,8,16,0.2,0.3060661852359772,23
807,stacked_lstm,32,8,128,0.2,0.3060661852359772,23
843,stacked_lstm,32,8,128,0.3,0.3060661852359772,23
699,stacked_lstm,32,8,64,0.2,0.3060661852359772,23
735,stacked_lstm,32,8,64,0.3,0.3060661852359772,23
591,stacked_lstm,32,8,32,0.2,0.3060661852359772,23
555,stacked_lstm,32,8,32,0.1,0.3060661852359772,23
447,stacked_lstm,32,8,16,0.1,0.3060661852359772,23
663,stacked_lstm,32,8,64,0.1,0.3060661852359772,23
627,stacked_lstm,32,8,32,0.3,0.3060661852359772,23
771,stacked_lstm,32,8,128,0.1,0.3060661852359772,23
183,stacked_lstm,32,4,32,0.3,0.3083595931529999,18
363,stacked_lstm,32,4,128,0.2,0.3083595931529999,18
327,stacked_lstm,32,4,128,0.1,0.3083595931529999,18
255,stacked_lstm,32,4,64,0.2,0.3083595931529999,18
291,stacked_lstm,32,4,64,0.3,0.3083595931529999,18
399,stacked_lstm,32,4,128,0.3,0.3083595931529999,18
147,stacked_lstm,32,4,32,0.2,0.3083595931529999,18
75,stacked_lstm,32,4,16,0.3,0.3083595931529999,18
111,stacked_lstm,32,4,32,0.1,0.3083595931529999,18
39,stacked_lstm,32,4,16,0.2,0.3083595931529999,18
219,stacked_lstm,32,4,64,0.1,0.3083595931529999,18
3,stacked_lstm,32,4,16,0.1,0.3083595931529999,18
915,stacked_lstm,32,16,16,0.2,0.32428568601608276,10
1131,stacked_lstm,32,16,64,0.2,0.32428568601608276,10
1275,stacked_lstm,32,16,128,0.3,0.32428568601608276,10
987,stacked_lstm,32,16,32,0.1,0.32428568601608276,10
1059,stacked_lstm,32,16,32,0.3,0.32428568601608276,10
1095,stacked_lstm,32,16,64,0.1,0.32428568601608276,10
1023,stacked_lstm,32,16,32,0.2,0.32428568601608276,10
1239,stacked_lstm,32,16,128,0.2,0.32428568601608276,10
1203,stacked_lstm,32,16,128,0.1,0.32428568601608276,10
879,stacked_lstm,32,16,16,0.1,0.32428568601608276,10
951,stacked_lstm,32,16,16,0.3,0.32428568601608276,10
1167,stacked_lstm,32,16,64,0.3,0.32428568601608276,10
945,lstm_dropout,32,16,16,0.3,0.3265446722507477,80
1269,lstm_dropout,32,16,128,0.3,0.3265446722507477,80
1161,lstm_dropout,32,16,64,0.3,0.3265446722507477,80
1053,lstm_dropout,32,16,32,0.3,0.3265446722507477,80
1221,lstm_dropout,32,16,128,0.1,0.3422163426876068,6
897,lstm_dropout,32,16,16,0.1,0.3422163426876068,6
1005,lstm_dropout,32,16,32,0.1,0.3422163426876068,6
1113,lstm_dropout,32,16,64,0.1,0.3422163426876068,6
1185,lstm_dropout,32,16,64,0.3,0.34358420968055725,6
1293,lstm_dropout,32,16,128,0.3,0.34358420968055725,6
969,lstm_dropout,32,16,16,0.3,0.34358420968055725,6
1077,lstm_dropout,32,16,32,0.3,0.34358420968055725,6
1065,lstm_dropout,32,16,32,0.3,0.3475314676761627,30
957,lstm_dropout,32,16,16,0.3,0.3475314676761627,30
1281,lstm_dropout,32,16,128,0.3,0.3475314676761627,30
1173,lstm_dropout,32,16,64,0.3,0.3475314676761627,30
1017,lstm_dropout,32,16,32,0.2,0.3482939302921295,66
1233,lstm_dropout,32,16,128,0.2,0.3482939302921295,66
1125,lstm_dropout,32,16,64,0.2,0.3482939302921295,66
909,lstm_dropout,32,16,16,0.2,0.3482939302921295,66
1101,lstm_dropout,32,16,64,0.1,0.3750791847705841,22
993,lstm_dropout,32,16,32,0.1,0.3750791847705841,22
885,lstm_dropout,32,16,16,0.1,0.3750791847705841,22
1209,lstm_dropout,32,16,128,0.1,0.3750791847705841,22
